,vm_pu_bus1,vm_pu_bus2,vm_pu_bus3,vm_pu_bus4,vm_pu_bus5,vm_pu_bus6,vm_pu_bus7,vm_pu_bus8,vm_pu_bus9,va_degree_bus1,va_degree_bus2,va_degree_bus3,va_degree_bus4,va_degree_bus5,va_degree_bus6,va_degree_bus7,va_degree_bus8,va_degree_bus9,Cluster
70,1,0.9999999999999999,0.9999999999999999,0.9567144464859523,0.940352970171556,0.9594207880648004,0.9379619830237818,0.955947512468276,0.9315349374078009,0,-0.2176601131854245,-3.192453676267634,-2.8509117006318587,-4.555487004103986,-4.147177053727001,-4.75097571470008,-2.9892125761375268,-4.185050476491315,1
71,1,0.9999999999999999,0.9999999999999999,0.9571222971466287,0.9410058146447676,0.9598862339326685,0.938708659458976,0.9563936219802966,0.9321220983499274,0,-0.16926742462495678,-3.043289119520403,-2.8693386990168186,-4.484752053934777,-4.0105955489102545,-4.561022017470044,-2.951917203414435,-4.311191260450025,1
72,1,0.9999999999999999,0.9999999999999999,0.9574848743031023,0.940847478798384,0.959985503616947,0.9391655848391963,0.9568742023657196,0.9331273459591076,0,0.18932778076926995,-2.8046389170334236,-2.676884518364019,-4.2955346876723475,-3.7746273027867274,-4.280885991022817,-2.6052642290160968,-3.908131726447211,1
73,1,0.9999999999999999,1.0,0.9572310901017204,0.9410283487880939,0.9599574458154272,0.9389002714513973,0.9564780293705624,0.9321875585911442,0,0.1769237273043069,-2.7681656785094084,-2.681499055177049,-4.267260310783369,-3.7373960922208185,-4.23391331461665,-2.6078244850592402,-3.951816651259858,1
74,1,0.9999999999999999,1.0,0.9578044600382535,0.9418531993914153,0.9606801723911896,0.9402522240202699,0.9572073456495606,0.9330441571494447,0,0.22113334110356833,-2.6660580630203374,-2.6542034874011677,-4.1696975289915486,-3.6547971288546743,-4.185867442808278,-2.581729503749738,-3.9636423699502905,1
75,1,1.0,1.0,0.9561894090329472,0.9394706914367226,0.9587856265711526,0.9369303860339094,0.9553761059980503,0.9308303991181816,0,-0.20634440297610648,-3.1789481152802335,-2.842222851167403,-4.5357852884352265,-4.116478545259744,-4.691953984216158,-2.963666247467672,-4.180777756865893,1
76,1,0.9999999999999998,0.9999999999999999,0.9573808923172787,0.9414845569902939,0.9602653261778261,0.9393717447049474,0.9566647312070399,0.9322876330637098,0,-0.0009759041085545003,-2.942123219967779,-2.7655956643131208,-4.397918548004141,-3.9196682459820837,-4.476257951787779,-2.790364241187253,-4.078111275128942,1
77,1,1.0,0.9999999999999998,0.9566275577262008,0.9407578323814709,0.9596393136718503,0.9382131544358585,0.9557617350124336,0.9307005504678101,0,0.01512498312429538,-2.8101509860789093,-2.728061644081941,-4.233356003054093,-3.7707837491435807,-4.326130796340731,-2.7518028045245226,-4.13218971311497,1
78,1,1.0,1.0,0.9582455499576715,0.9424499212334558,0.9603584874299079,0.9386901327590778,0.9569416631860719,0.9338152121211937,0,0.05641378147679512,-2.8689928318437388,-2.6883760380874278,-4.25599257691706,-3.8490526110169716,-4.479830595909982,-2.7398535601472793,-3.9797280420757026,1
79,1,0.9999999999999997,1.0,0.9563554676987516,0.9396707052391476,0.9592796181219293,0.938216352290704,0.9558893775060262,0.9310878943143455,0,-0.061984003841996885,-3.0079809773644888,-2.8133593893753037,-4.465984734952413,-3.958885248517866,-4.459803480410364,-2.8320894864475545,-4.161517083570007,1
80,1,1.0,0.9999999999999998,0.9577679690432569,0.9413202707120154,0.9596668204983358,0.9377363439694528,0.9565241149191457,0.9335026238729982,0,0.05546466764784633,-2.88116389781705,-2.6804999602199038,-4.243052525363758,-3.842540292262896,-4.460983783863314,-2.730429097645974,-3.9708598158511967,1
81,1,0.9999999999999999,1.0000000000000002,0.9574964668932101,0.9416517410259063,0.9601366096922433,0.9388196051258926,0.9565562813860522,0.9325165289585102,0,-0.13150112382305537,-3.051261465450423,-2.8051617098899775,-4.435827662656197,-4.025331091115997,-4.646421735710131,-2.918194383049797,-4.161125463601235,1
82,1,1.0,0.9999999999999999,0.9569894048693474,0.9404376812770473,0.9597481881914068,0.9388609596225821,0.9564592782879106,0.932171477869724,0,-0.0220893008137327,-2.939781204900785,-2.7764132824586243,-4.378372971276234,-3.9033570534506423,-4.449147838951934,-2.806371381389121,-4.13315071112009,1
83,1,0.9999999999999999,1.0,0.9584190494420594,0.9427012545540799,0.961157810466152,0.9408430192922206,0.9576889638502694,0.933914576818616,0,0.43102510346586853,-2.5020206675567893,-2.5485709717035463,-4.054341194337797,-3.503634932492785,-4.011712037702212,-2.3837836664700083,-3.7522062806362824,1
84,1,1.0,0.9999999999999998,0.9570108723337898,0.9407715814224575,0.9597323804702114,0.9384819909785554,0.9562461372601578,0.9319119977156894,0,-0.10663401152281524,-3.0210469684025494,-2.783935199213118,-4.393814883622037,-3.9841955498460067,-4.595140088376178,-2.8856162393601004,-4.140546157018016,1
85,1,0.9999999999999999,1.0000000000000002,0.9575780090482734,0.9418737173464089,0.9604725780153401,0.9396067022673538,0.9567738023047503,0.932379061758739,0,0.1396120687086826,-2.761946036110167,-2.6808260573080185,-4.232491682922186,-3.7450847929642364,-4.29811010855194,-2.6524861162598725,-3.9831604405706886,1
86,1,1.0,0.9999999999999999,0.956998634816041,0.9411311398668835,0.9600462785257574,0.93906537641107,0.9562860091912383,0.9314362222332984,0,0.047031376774711336,-2.7636840995188225,-2.7253705084240187,-4.211540511283182,-3.7353141314535696,-4.287996699712233,-2.7329424806497533,-4.144219948856547,1
87,1,0.9999999999999999,0.9999999999999999,0.9577134750083087,0.9418803237578202,0.9600431318075412,0.9383074452007348,0.9564496239817635,0.9326991328229364,0,0.19690743138126313,-2.7145380402428034,-2.616169786688446,-4.137233565927752,-3.686083078942653,-4.263913065879183,-2.587134645764484,-3.8796802468525664,1
88,1,1.0,0.9999999999999999,0.9575561191303762,0.9413572947529653,0.9602106371445037,0.9393354485150975,0.9568467597119766,0.9328754542605397,0,0.044258260759939584,-2.867861116548156,-2.7172021377344158,-4.285815046360627,-3.843929640688014,-4.435478032158262,-2.749652160755503,-4.041563572127828,1
